movieId,imdbId,tmdbId
2557,91939,27995
2558,96054,36739
2559,97216,925
2560,100168,41823
2561,102175,1713
2562,78950,30547
2563,99317,54825
2564,71402,13939
2565,82250,14373
2566,89003,24873
2567,92857,26263
2568,109578,34746
2569,36775,996
2570,101787,9079
2571,100758,1498
2572,103060,1497
2573,108308,1499
2574,87985,1880
2575,90693,33762
2576,92675,11690
2577,77530,29143
2578,113133,35292
2579,28944,36652
2580,93105,801
2581,95238,104301
2582,107050,11520
2583,61735,1879
2584,165929,2085
2585,195778,13539
2586,202402,16222
2587,146516,109479
2588,191043,17078
2589,91142,33516
2590,57261,9960
2591,27977,3082
2592,107091,12187
2593,57163,24748
2594,54997,990
2595,53946,1908
2596,71411,9764
2597,75860,840
2598,74718,42237
2599,117468,26689
2600,43924,25673
2601,99871,2291
2602,112950,13531
2603,93378,16620
2604,89457,526
2605,91445,13346
2606,146882,243
2607,138749,10501
2608,192614,11478
2609,102057,879
2610,17416,85689
2611,65126,17529
2612,95564,118098
2613,85919,1793
2614,77928,11327
2615,100157,1700
2616,104928,54087
2617,89643,34322
2618,107630,41659
2619,69293,593
2620,74958,10774
2621,93640,10083
2622,79640,29786
2623,63374,11356
2624,75029,10747
2625,186151,10559
2626,217756,20697
2627,122459,2621
2628,160797,10479
2629,172632,125709
2630,183503,49721
2631,51406,2006
2632,77572,17339
2633,97940,11305
2634,82031,13665
2635,86927,12309
2636,98067,1552
2637,93773,106
2638,102713,10333
2639,82934,11027
2640,99014,123757
2641,191754,10468
2642,144084,1359
2643,171433,4967
2644,149367,31776
2645,166175,10557
2646,236216,27745
2647,83833,13776
2648,102898,26291
2649,68327,10784
2650,56687,10242
2651,51383,16347
2652,48140,4825
2653,85701,11654
2654,74860,10518
2655,80487,11977
2656,176783,18041
2657,199725,14736
2658,141926,3536
2659,159097,1443
2660,104549,10424
2661,44837,28971
2662,132910,9456
2663,158622,889
2664,198021,10564
2665,189584,15723
2666,180837,19600
2667,162348,125537
2668,154421,452
2669,220100,36234
2670,106521,39283
2671,112634,65460
2672,115834,55667
2673,93185,12476
2674,96324,5241
2675,172495,98
2676,153464,47724
2677,188674,11129
2678,85276,1058
2679,80913,42159
2680,80923,16395
2681,71772,38925
2682,85970,13105
2683,84315,22501
2684,185183,5491
2685,210616,10560
2686,156323,19419
2687,174336,23531
2688,171359,10688
2689,37514,17889
2690,56048,39391
2691,41716,31516
2692,89791,5683
2693,181786,113279
2694,104438,12518
2695,130623,10567
2696,217630,10642
2697,215129,9285
2698,196216,10569
2699,80881,21879
2700,66495,24918
2701,120755,955
2702,184894,8584
2703,207998,47295
2704,154443,11332
2705,55830,16093
2706,34742,29372
2707,15864,962
2708,39631,30588
2709,64757,668
2710,58576,23518
2711,76752,691
2712,89960,44018
2713,79574,698
2714,71807,682
2715,50598,28973
2716,14624,28974
2717,36824,22994
2718,208003,9600
2719,50095,38006
2720,80365,2768
2721,81318,24920
2722,60371,21
2723,54953,10911
2724,70130,10102
2725,62168,26912
2726,98143,26953
2727,100438,26954
2728,102728,26956
2729,107899,26957
2730,110916,26958
2731,95977,80287
2732,63518,6003
2733,105466,23939
2734,71230,11072
2735,71206,23069
2736,92638,21299
2737,76044,38802
2738,47673,13368
2739,74486,985
2740,103767,14002
2741,48347,541
2742,82252,21137
2743,94980,36724
2744,59578,938
2745,70355,10648
2746,86979,11368
2747,97322,10875
2748,89841,2075
2749,99582,1551
2750,95525,22500
2751,84522,10246
2752,86129,19698
2753,89826,23919
2754,86143,18835
2755,90849,26554
2756,90190,15239
2757,98503,28165
2758,98502,28169
2759,91630,15762
2760,100403,169
2761,93894,865
2762,88172,9663
2763,87004,26889
2764,94631,10128
2765,79501,9659
2766,82694,8810
2767,89530,9355
2768,99141,1727
2769,92563,635
2770,91635,10068
2771,87262,11495
2772,105428,11428
2773,94612,10117
2774,105316,35936
2775,102951,25562
2776,100046,51763
2777,94882,73079
2778,92710,38921
2779,93011,35463
2780,187078,9679
2781,182295,51333
2782,145503,17771
2783,99726,10264
2784,77362,31657
2785,82009,29204
2786,74156,17814
2787,93605,11879
2788,102592,21128
2789,67741,482
2790,71360,592
2791,82220,31593
2792,77588,12611
2793,70509,14328
2794,70666,9040
2795,43338,25364
2796,56195,43002
2797,72226,5121
2798,23622,195
2799,90728,6978
2800,69762,3133
2801,15648,643
2802,204175,10571
2803,162650,479
2804,120913,7450
2805,188030,31023
2806,186253,25636
2807,120630,7443
2808,183505,2123
2809,187393,2024
2810,131704,17711
2811,177971,2133
2812,200669,29946
2813,97100,28774
2814,76257,11598
2815,106469,9702
2816,89118,9873
2817,101846,16820
2818,99797,14864
2819,87727,15379
2820,89604,12764
2821,94792,27352
2822,72288,8348
2823,87175,24099
2824,71569,17897
2825,99800,16094
2826,102065,16096
2827,159382,12706
2828,219854,4244
2829,175142,4247
2830,179116,20770
2831,215369,1050
2832,60176,1052
2833,59575,20540
2834,212974,23655
2835,87277,1788
2836,38499,32275
2837,120903,36657
2838,200530,44490
2839,168794,47585
2840,163676,36047
2841,161081,2655
2842,210234,12599
2843,52561,93
2844,104299,9278
2845,64615,18118
2846,76716,11940
2847,54749,24167
2848,103241,10276
2849,105813,19380
2850,80310,13783
2851,68555,11624
2852,77742,15867
2853,73312,11686
2854,89276,29263
2855,92048,11830
2856,144528,12107
2857,144201,10401
2858,171865,32640
2859,174480,10641
2860,200550,6282
2861,164052,9383
2862,186566,5551
2863,206226,27723
2864,195234,2360
2865,57603,28043
2866,52646,33468
2867,80472,21866
2868,106627,33408
2869,65938,11589
2870,95863,15158
2871,110823,16139
2872,138703,16146
2873,95925,26515
2874,99005,11856
2875,86320,13567
2876,98384,10860
2877,49189,8420
2878,85470,18391
2879,71650,20850
2880,38975,27452
2881,251739,38548
2882,234853,20438
2883,204709,46991
2884,163983,10391
2885,173716,14195
2886,233687,15665
2887,191397,10393
2888,199314,18168
2889,209958,8843
2890,188640,10643
2891,236388,23618
2892,95705,37136
2893,102510,37137
2894,32881,23283
2895,46303,3110
2896,53318,14698
2897,59017,11694
2898,88206,9651
2899,160009,11398
2900,204946,1588
2901,198386,19150
2902,209322,41282
2903,144964,12211
2904,171580,10480
2905,190798,80713
2906,204626,10685
2907,202677,1619
2908,181875,786
2909,211938,14805
2910,191037,51179
2911,197384,46119
2912,134630,18074
2913,164212,10562
2914,192731,12212
2915,206420,14629
2916,168629,16
2917,218839,13785
2918,210567,34299
2919,222850,22597
2920,210075,19348
2921,210945,10637
2922,93177,9003
2923,95294,9064
2924,104409,11569
2925,107209,10434
2926,57887,39113
2927,88184,469
2928,55608,2160
2929,60397,2161
2930,40068,3073
2931,32234,911
2932,46876,10973
2933,24184,10787
2934,52969,43109
2935,88024,9507
2936,84695,27475
2937,93996,27764
2938,100639,27767
2939,91990,40760
2940,100663,40446
2941,215545,24664
2942,259974,20455
2943,208988,10461
2944,67128,1485
2945,212338,1597
2946,180093,641
2947,170691,10687
2948,202641,63956
2949,208874,6521
2950,205271,10763
2951,213790,16888
2952,66832,21142
2953,75754,78140
2954,54387,2134
2955,93091,28605
2956,58708,42797
2957,41094,13465
2958,38988,27033
2959,37638,20367
2960,249462,71
2961,230030,1636
2962,223897,10647
2963,81376,13762
2964,111512,12207
2965,229260,11531
2966,192255,24100
2967,160127,4327
2968,146984,4958
2969,185431,9678
2970,203019,11978
2971,199753,8870
2972,203230,14295
2973,66995,681
2974,74452,11372
2975,216216,8452
2976,186894,10862
2977,170016,8871
2978,230591,34045
2979,213203,16340
2980,211181,10481
2981,213847,10867
2982,180073,10876
2983,217869,9741
2984,190332,146
2985,190374,11849
2986,228750,11983
2987,190865,11678
2988,86993,2669
2989,93748,2609
2990,96094,12714
2991,93428,708
2992,92106,1857
2993,94291,10673
2994,96969,2604
2995,96219,10132
2996,88850,11064
2997,208092,107
2998,95927,40820
2999,241303,392
3000,242423,8859
3001,120917,11688
3002,183659,12509
3003,207201,3981
3004,181536,711
3005,219699,2046
3006,247196,5001
3007,162222,8358
3008,218967,5994
3009,200720,25520
3010,212346,1493
3011,190590,134
3012,120202,21991
3013,219653,10577
3014,149624,21355
3015,218182,29122
3016,146309,11973
3017,181865,1900
3018,218378,44853
3019,189998,10873
3020,93223,26719
3021,83564,15739
3022,101757,15413
3023,84434,2623
3024,53580,11209
3025,90670,13715
3026,49233,43258
3027,107007,10655
3028,56600,
3029,218817,9989
3030,238948,18828
3031,206275,9816
3032,194218,20637
3033,237572,5955
3034,102388,17474
3035,95690,11191
3036,105165,2613
3037,69897,22021
3038,71517,22048
3039,95348,17006
3040,108451,26333
3041,186589,16723
3042,209475,2018
3043,234805,10499
3044,216800,47943
3045,92545,74340
3046,92546,5709
3047,92605,11215
3048,92608,26477
3049,92618,10937
3050,92641,4639
3051,92644,96
3052,86960,90
3053,92654,11028
3054,92690,19324
3055,92695,19933
3056,92718,12919
3057,92746,15785
3058,92783,31701
3059,92948,17159
3060,92965,10110
3061,92974,18935
3062,83907,764
3063,93036,15658
3064,93044,4918
3065,93073,28368
3066,93093,52780
3067,93186,26156
3068,93200,34101
3069,93209,32054
3070,93260,2614
3071,93278,12704
3072,93300,580
3073,93405,24828
3074,93407,13703
3075,93418,36914
3076,93437,1547
3077,93467,42010
3078,93476,2608
3079,93477,32058
3080,93493,10019
3081,93507,11649
3082,93560,13509
3083,93589,51521
3084,93638,34379
3085,192111,24940
3086,190524,37302
3087,242998,10984
3088,118694,843
3089,120753,318
3090,250478,12806
3091,212985,9740
3092,239948,10878
3093,190861,7093
3094,231775,16300
3095,265632,19405
3096,230838,1921
3097,177650,44412
3098,249893,21620
3099,166276,23685
3100,233142,12138
3101,191636,48217
3102,236493,6073
3103,182000,25208
3104,251031,19513
3105,179626,2749
3106,192071,10050
3107,236447,95682
3108,99073,2302
3109,116447,32686
3110,31742,51802
3111,91836,29492
3112,96223,25447
3113,39190,19490
3114,57251,38805
3115,59245,2428
3116,53793,22013
3117,60086,15598
3118,113026,62127
3119,37800,56137
3120,66740,17965
3121,79781,33250
3122,80421,14460
3123,101764,9594
3124,68617,4986
3125,102005,2453
3126,85868,33676
3127,100140,4587
3128,100232,12773
3129,91474,11454
3130,100486,38718
3131,77413,4192
3132,88000,14052
3133,93857,16889
3134,118540,26580
3135,91860,21309
3136,89208,16263
3137,71771,4985
3138,102517,20704
3139,215750,853
3140,242445,10877
3141,205873,5257
3142,209144,77
3143,125022,10833
3144,239949,20309
3145,244970,12658
3146,227538,10054
3147,246989,10646
3148,236784,2575
3149,245712,55
3150,206187,65075
3151,247380,44379
3152,164334,2043
3153,221027,4133
3154,189192,56715
3155,266860,10991
3156,221889,15940
3157,268200,26791
3158,243155,634
3159,245686,10956
3160,236348,19366
3161,221073,9519
3162,255094,13898
3163,231402,9290
3164,240515,13166
3165,240402,32590
3166,211492,52654
3167,199129,70282
3168,86250,111
3169,55895,32488
3170,132245,10477
3171,203755,2144
3172,141907,24113
3173,209163,1734
3174,240913,4973
3175,85811,849
3176,89504,27223
3177,25913,39266
3178,84917,11307
3179,64940,11163
3180,60429,18691
3181,101912,3784
3182,80539,11936
3183,101902,25221
3184,80319,19494
3185,79638,40842
3186,90098,19357
3187,45464,33743
3188,66011,9062
3189,93713,11174
3190,48021,934
3191,183790,9476
3192,212826,37691
3193,256408,14268
3194,225071,5852
3195,126029,808
3196,206742,49453
3197,203009,824
3198,213149,676
3199,210727,26813
3200,206917,29572
3201,77716,50541
3202,102343,26255
3203,101587,1406
3204,95082,13554
3205,52902,17664
3206,54130,41050
3207,95647,1632
3208,54047,966
3209,53221,301
3210,94142,11896
3211,244316,25538
3212,60934,5923
3213,41996,15497
3214,59885,21876
3215,255798,11090
3216,212815,21056
3217,251075,9397
3218,244244,9705
3219,254099,26475
3220,234288,29937
3221,65528,10364
3222,116344,32458
3223,102685,1089
3224,86508,9967
3225,105699,17494
3226,92272,17465
3227,45810,759
3228,45891,10297
3229,48605,10653
3230,84805,9576
3231,230011,10865
3232,146316,1995
3233,240462,10808
3234,232500,9799
3235,212720,644
3236,255819,16161
3237,250224,10691
3238,258038,10615
3239,212517,47596
3240,203119,11826
3241,203632,9301
3242,243493,11444
3243,228786,60670
3244,246765,55551
3245,239395,10992
3246,271027,2140
3247,257106,4248
3248,245238,17612
3249,249380,3134
3250,99012,8217
3251,94663,22478
3252,58953,26483
3253,52216,24382
3254,82136,11286
3255,87032,11950
3256,58249,36245
3257,59124,26573
3258,53925,23439
3259,16847,10728
3260,56217,11697
3261,91886,6106
3262,93940,22477
3263,105378,19200
3264,91983,11300
3265,69372,28650
3266,47811,43316
3267,46754,34689
3268,69467,10238
3269,65777,4789
3270,48261,18030
3271,63227,18988
3272,55184,11536
3273,49513,10339
3274,51036,976
3275,49966,69605
3276,59095,65632
3277,74991,4780
3278,76786,11906
3279,68767,11713
3280,82176,9589
3281,67824,12481
3282,77594,13333
3283,89461,13938
3284,82869,10540
3285,68935,9462
3286,163862,82623
3287,173840,2114
3288,250494,8835
3289,227445,11371
3290,262210,78248
3291,242193,9517
3292,273300,25985
3293,227005,15745
3294,245280,24977
3295,188913,36107
3296,109049,13794
3297,130445,13795
3298,94593,38965
3299,94594,47817
3300,94606,31052
3301,94608,10868
3302,94602,9395
3303,96764,14506
3304,94675,2
3305,94678,26044
3306,94712,14911
3307,94715,15592
3308,94716,15267
3309,94739,12710
3310,94744,30502
3311,94746,19382
3312,94761,9599
3313,94799,17170
3314,94824,18509
3315,94828,110428
3316,94889,7520
3317,94894,10126
3318,94898,9602
3319,94910,23752
3320,90887,3980
3321,94921,27397
3322,94933,9748
3323,94961,40095
3324,94963,10651
3325,95031,10141
3326,92929,27362
3327,95107,26386
3328,95145,25884
3329,95169,26355
3330,95174,10675
3331,95243,10130
3332,95253,2617
3333,95304,21362
3334,95409,20443
3335,95484,49365
3336,95488,11347
3337,95489,12144
3338,95519,13704
3339,95532,12505
3340,95599,41963
3341,95638,13482
3342,95654,34014
3343,95687,12120
3344,95736,47818
3345,95801,3543
3346,95963,9604
3347,89907,10925
3348,95993,13965
3349,84296,24266
3350,96018,18197
3351,96071,11503
3352,96101,11966
3353,91949,2605
3354,96163,8740
3355,96251,41428
3356,96256,8337
3357,96316,28176
3358,96320,9493
3359,96454,12582
3360,96486,10001
3361,96794,11352
3362,88708,12500
3363,96913,17882
3364,96928,1648
3365,96933,4105
3366,96943,22711
3367,96945,19124
3368,97027,10142
3369,97044,3064
3370,97138,10134
3371,97142,21291
3372,97211,30352
3373,97236,15142
3374,97235,14550
3375,97257,2210
3376,85475,21721
3377,97289,11828
3378,97328,10551
3379,97334,20713
3380,97336,27461
3381,97438,1380
3382,97457,11465
3383,97458,17190
3384,97481,9085
3385,97500,17819
3386,97531,14776
3387,97579,29185
3388,97613,32059
3389,97626,505
3390,97635,4486
3391,97637,10345
3392,97659,10222
3393,97714,12774
3394,97722,14621
3395,97731,19118
3396,97758,15138
3397,97778,9494
3398,97790,17362
3399,97815,9942
3400,97858,8216
3401,97883,4296
3402,97889,24739
3403,97965,9686
3404,97967,27418
3405,97987,39002
3406,98051,31606
3407,98073,37146
3408,98097,20006
3409,98141,8867
3410,163025,331
3411,265029,11467
3412,222851,327
3413,162346,1548
3414,248845,13403
3415,133152,869
3416,237539,552
3417,123948,36095
3418,203540,33379
3419,243655,2171
3420,98194,41946
3421,98206,10135
3422,98253,19236
3423,98261,60276
3424,98273,12150
3425,98282,11185
3426,98308,47045
3427,98343,12478
3428,94035,25155
3429,98725,65015
3430,98436,24077
3431,98439,9618
3432,98471,31608
3433,98519,22102
3434,98536,6951
3435,98546,11959
3436,98554,2616
3437,98621,249
3438,98663,183
3439,108539,8494
3440,56868,26535
3441,101465,41784
3442,65761,27431
3443,87089,2148
3444,78490,31941
3445,83624,27813
3446,218922,2057
3447,247638,9880
3448,266915,5175
3449,94868,41951
3450,56059,11385
3451,77288,4484
3452,60668,44258
3453,64782,20391
3454,75213,12584
3455,108323,70042
3456,80360,11542
3457,80377,17169
3458,80402,39176
3459,80436,19267
3460,252866,2770
3461,181739,12610
3462,230600,1933
3463,244000,13496
3464,250202,21055
3465,250323,24936
3466,261983,10972
3467,238112,1722
3468,250687,9896
3469,258470,9683
3470,256524,2779
3471,261392,2294
3472,228333,10016
3473,234829,26602
3474,208196,22230
3475,206926,13966
3476,203166,742
3477,255653,15104
3478,263488,8922
3479,184791,11065
3480,103596,16314
3481,109015,18885
3482,112255,40508
3483,70917,16307
3484,246544,11370
3485,202470,12508
3486,269341,25462
3487,242587,18734
3488,250809,44321
3489,248912,58062
3490,221218,2176
3491,180734,20857
3492,229340,22617
3493,273253,75386
3494,246464,2185
3495,118589,10696
3496,139654,2034
3497,243759,21538
3498,255321,48834
3499,239986,31016
3500,264578,32567
3501,82416,12537
3502,63032,9028
3503,70294,16180
3504,102316,11521
3505,79579,21028
3506,71994,27327
3507,53559,29756
3508,93677,20115
3509,58092,30295
3510,53877,25767
3511,51773,22874
3512,57193,11576
3513,29081,43860
3514,33836,43802
3515,53143,9660
3516,67588,15393
3517,55312,248
3518,108473,1644
3519,86312,12502
3520,76172,66092
3521,79766,10373
3522,91993,13766
3523,44207,16380
3524,260866,12103
3525,252501,11313
3526,196229,9398
3527,245891,45864
3528,206314,10866
3529,273799,34549
3530,240890,9778
3531,240419,58429
3532,80437,16121
3533,80464,40220
3534,82100,166
3535,80474,1623
3536,80492,40932
3537,80516,13550
3538,80549,16769
3539,80556,42158
3540,80610,1716
3541,219965,3172
3542,250310,17708
3543,108148,12780
3544,243255,570
3545,166924,1018
3546,206963,25641
3547,164917,16767
3548,166110,11380
3549,66999,984
3550,67093,14811
3551,87666,55727
3552,102555,9585
3553,72979,14267
3554,105601,45929
3555,120681,768
3556,272020,2100
3557,200027,11091
3558,246628,18192
3559,243017,9081
3560,272152,167
3561,245674,9378
3562,236019,27444
3563,246578,141
3564,253126,10034
3565,264796,11457
3566,243133,10778
3567,234988,67385
3568,249478,11456
3569,198781,585
3570,267804,10796
3571,275719,23949
3572,252503,11088
3573,256380,9889
3574,80130,45964
3575,241527,671
3576,234354,20794
3577,265087,11469
3578,253798,14369
3579,266987,1535
3580,256009,1433
3581,247425,1999
3582,82558,12472
3583,76221,11834
3584,62994,16085
3585,53472,269
3586,83630,16441
3587,74899,11422
3588,76342,31037
3589,90095,10656
3590,35140,32847
3591,24264,39938
3592,77321,14584
3593,209037,58886
3594,76299,72277
3595,75824,5781
3596,84809,23805
3597,80661,11033
3598,80716,3537
3599,80736,8738
3600,80745,3604
3601,52564,6974
3602,74483,10649
3603,82350,42566
3604,76070,17689
3605,100054,10847
3606,89622,33525
3607,76535,27591
3608,54135,299
3609,81568,42160
3610,86383,10650
3611,159273,8007
3612,242252,19076
3613,282856,50562
3614,193560,13503
3615,240772,161
3616,233841,43774
3617,270259,31064
3618,50539,31682
3619,283509,8342
3620,37515,4886
3621,20697,228
3622,87747,23111
3623,211915,194
3624,277371,11397
3625,259711,1903
3626,280778,11889
3627,283431,28171
3628,259393,9523
3629,265666,9428
3630,101452,1649
3631,90852,11938
3632,88103,24264
3633,86346,26978
3634,94318,19209
3635,278488,8386
3636,268397,12589
3637,279889,12312
3638,35423,11232
3639,120737,120
3640,268995,11086
3641,268978,453
3642,51525,11414
3643,63415,10794
3644,58672,5052
3645,51201,37257
3646,248667,8489
3647,265086,855
3648,245046,12660
3649,86619,10269
3650,280707,5279
3651,277027,10950
3652,285742,1365
3653,120824,6440
3654,74937,6037
3655,105789,61418
3656,273923,11857
3657,237534,6312
3658,99044,11595
3659,269746,24166
3660,100530,10170
3661,103129,18317
3662,82288,848
3663,87078,9610
3664,85542,15035
3665,160399,4965
3666,240468,11891
3667,281373,11888
3668,83511,150
3669,243862,112
3670,109288,20678
3671,85271,15050
3672,106770,10423
3673,145046,57976
3674,66026,651
3675,60955,20620
3676,55257,18647
3677,245844,11362
3678,265349,2637
3679,281358,10229
3680,276501,12659
3681,270933,68149
3682,220627,35650
3683,293416,9606
3684,208990,11447
3685,250081,16550
3686,219405,13915
3687,106223,34723
3688,97116,31674
3689,240900,20009
3690,188453,2084
3691,295552,74692
3692,72353,4031
3693,265298,11870
3694,233469,9884
3695,246894,11535
3696,265713,27593
3697,109190,11212
3698,28988,28345
3699,107985,21845
3700,108037,11528
3701,69995,931
3702,275022,17130
3703,251114,10592
3704,251160,8470
3705,280030,16690
3706,247745,39939
3707,107034,9272
3708,253200,14778
3709,60200,19137
3710,44391,32499
3711,50306,33668
3712,69281,993
3713,75276,11698
3714,259288,10052
3715,238546,11979
3716,207524,13791
3717,291341,9991
3718,265343,480
3719,275067,44340
3720,143861,18984
3721,74174,23479
3722,216651,15999
3723,50986,614
3724,243736,2752
3725,277434,10590
3726,68273,22910
3727,66830,42517
3728,104254,13225
3729,80057,7219
3730,43983,18646
3731,278295,13950
3732,268695,2135
3733,35015,965
3734,109855,33135
3735,80836,54287
3736,80889,32030
3737,80904,29343
3738,81060,27458
3739,81070,14807
3740,81176,39543
3741,81184,30924
3742,81809,24549
3743,81259,24825
3744,81268,38147
3745,76489,24032
3746,268380,425
3747,120804,1576
3748,284490,5851
3749,216799,25014
3750,264761,15647
3751,282864,38880
3752,245574,1391
3753,85154,18172
3754,35262,31805
3755,83169,10627
3756,81420,42750
3757,81441,27930
3758,81445,259557
3759,81480,28124
3760,81506,15119
3761,81529,12705
3762,76729,11006
3763,86325,15120
3764,81562,21629
3765,187738,36586
3766,279781,6020
3767,286162,39541
3768,262432,18292
3769,250305,15028
3770,266452,9275
3771,258000,4547
3772,265662,14635
3773,248190,29135
3774,254686,1791
3775,279065,35651
3776,68309,22784
3777,89167,24585
3778,102103,17990
3779,257756,11560
3780,283111,11452
3781,245407,18435
3782,246134,35944
3783,83590,26851
3784,42876,548
3785,76723,11590
3786,264472,1537
3787,264616,12149
3788,253867,11812
3789,266391,35080
3790,219822,441
3791,259446,8346
3792,50086,14168
3793,99892,2565
3794,38890,307
3795,103035,6393
3796,94137,12154
3797,98966,11630
3798,81738,21970
3799,264935,11892
3800,277296,9334
3801,157583,10491
3802,247586,18079
3803,253840,35337
3804,262911,59199
3805,211443,11470
3806,282687,16643
3807,275309,1282
3808,287645,69324
3809,235737,11468
3810,47892,26030
3811,99204,10164
3812,101701,28117
3813,95186,40555
3814,104466,28384
3815,71746,27094
3816,98513,56179
3817,100934,5203
3818,231448,13201
3819,278823,9689
3820,145487,557
3821,68326,55106
3822,73043,39154
3823,110157,24767
3824,100196,33796
3825,103247,12227
3826,241760,10985
3827,250797,2251
3828,239234,2894
3829,45591,14117
3830,50634,38360
3831,38589,28907
3832,276751,245
3833,121765,1894
3834,247199,4012
3835,278500,9026
3836,77523,15417
3837,51758,28577
3838,77838,13963
3839,278435,1957
3840,278504,320
3841,166813,9023
3842,254199,27834
3843,268690,17734
3844,44916,24008
3845,56406,53229
3846,164184,4614
3847,279493,12277
3848,90570,15677
3849,105219,13153
3850,67756,811
3851,280486,3132
3852,279778,9583
3853,298798,18408
3854,285441,13245
3855,258463,2501
3856,267913,9637
3857,245562,12100
3858,238924,16857
3859,282768,52258
3860,210065,10394
3861,242508,27451
3862,244479,15813
3863,82146,18905
3864,87042,14774
3865,90021,17898
3866,40823,21635
3867,61770,27945
3868,91472,30194
3869,100135,10169
3870,41866,13909
3871,103184,41805
3872,247444,35696
3873,275847,11544
3874,181689,180
3875,252444,9555
3876,286179,57022
3877,314166,17710
3878,280590,2022
3879,258273,50035
3880,265591,9719
3881,107438,11982
3882,104897,12251
3883,102573,88818
3884,111653,30114
3885,308506,21972
3886,120912,608
3887,289408,59387
3888,263725,26290
3889,305396,17043
3890,253556,6278
3891,257044,4147
3892,297721,16664
3893,269499,14651
3894,50084,15096
3895,44744,20324
3896,89798,49370
3897,68156,14902
3898,65234,2721
3899,220506,11442
3900,254455,1364
3901,271367,8869
3902,267626,8665
3903,243585,10996
3904,295178,818
3905,303353,29047
3906,271219,39141
3907,246500,33152
3908,79641,6404
3909,74205,19133
3910,61810,24130
3911,59557,23728
3912,58888,3780
3913,75147,10786
3914,88286,8764
3915,295427,13908
3916,286106,2675
3917,265930,12308
3918,287717,9488
3919,279113,9962
3920,309377,9573
3921,295701,7451
3922,274309,2750
3923,290823,43772
3924,327036,20337
3925,120263,34070
3926,93780,10081
3927,73631,11484
3928,180052,11692
3929,300532,9266
3930,246772,3640
3931,256276,30072
3932,265459,9357
3933,261289,12771
3934,258153,9296
3935,281322,15070
3936,280424,26942
3937,300453,97447
3938,88885,11243
3939,90799,19975
3940,82186,10323
3941,102059,9595
3942,78350,46878
3943,80025,24750
3944,90966,9941
3945,49452,39833
3946,94025,10859
3947,295254,9544
3948,22599,31514
3949,275688,26056
3950,269095,13536
3951,283026,20616
3952,87507,16806
3953,68833,15516
3954,117883,9299
3955,303714,10611
3956,265808,12770
3957,293662,4108
3958,269329,55903
3959,280760,9685
3960,106315,16370
3961,99128,18913
3962,103924,14361
3963,99512,18943
3964,101821,32685
3965,77681,12262
3966,107212,33506
3967,70350,29515
3968,110557,41582
3969,100666,34086
3970,103003,11504
3971,39111,19049
3972,48281,5506
3973,44829,32961
3974,44876,32568
3975,292542,19460
3976,250258,575
3977,308208,10550
3978,280460,9034
3979,240510,9093
3980,280380,9039
3981,283832,1958
3982,274497,23550
3983,245171,68569
3984,274812,11013
3985,245429,129
3986,326306,54714
3987,256415,11529
3988,290095,10771
3989,179098,31005
3990,281364,2110
3991,298388,15173
3992,289765,9533
3993,280491,4107
3994,246677,10575
3995,265307,15720
3996,271259,9260
3997,101898,21828
3998,58379,1682
3999,197521,18983
4000,95895,24348
4001,35211,19140
4002,98575,37606
4003,51554,11868
4004,86373,12921
4005,58230,19953
4006,99581,12719
4007,276816,12590
4008,297037,37964
4009,211465,7501
4010,292644,1809
4011,283084,13768
4012,283139,10994
4013,310793,1430
4014,328962,19973
4015,313487,12600
4016,272338,8051
4017,291502,12779
4018,227984,1613
4019,298130,565
4020,298744,14112
4021,252480,15192
4022,145937,21925
4023,296166,30309
4024,212604,20861
4025,101453,12647
4026,95327,12477
4027,76666,11009
4028,86361,10805
4029,81696,17496
4030,80031,5917
4031,81693,31278
4032,81764,44932
4033,81964,30709
4034,81974,19429
4035,82045,11340
4036,82085,11644
4037,85327,6399
4038,82175,25773
4039,82200,26560
4040,82353,31679
4041,77533,12237
4042,121261,15901
4043,82370,12579
4044,82382,85058
4045,82405,25113
4046,82431,28893
4047,82432,11646
4048,82449,24634
4049,82477,21764
4050,82498,37936
4051,82677,21874
4052,82755,31407
4053,82763,16471
4054,82782,39874
4055,82783,25468
4056,82801,19507
4057,82910,31646
4058,82926,14269
4059,82949,1672
4060,288477,9645
4061,322802,9012
4062,259484,13098
4063,270707,13440
4064,286261,12454
4065,120679,1360
4066,299117,13441
4067,61452,12208
4068,87075,11905
4069,53804,1941
4070,60921,31918
4071,58756,19662
4072,297181,8427
4073,304669,9021
4074,280665,9280
4075,298203,65
4076,297884,10712
4077,295297,672
4078,273435,16351
4079,313196,542
4080,314725,30192
4081,42895,11617
4082,118735,81530
4083,263734,34341
4084,280609,11880
4085,51745,1377
4086,102368,2528
4087,99669,12716
4088,99266,12717
4089,102782,13888
4090,103112,10750
4091,82970,25566
4092,81427,13386
4093,81455,9538
4094,83089,49934
4095,83163,42371
4096,83190,11524
4097,246460,36669
4098,283530,17187
4099,293815,10426
4100,295238,32625
4101,258068,8198
4102,287467,64
4103,271263,13376
4104,283160,15074
4105,307479,2103
4106,133240,9016
4107,283632,16028
4108,103959,27070
4109,118767,20992
4110,90368,66091
4111,279064,6007
4112,77713,25239
4113,110308,25284
4114,213121,35612
4115,58777,14433
4116,289848,9932
4117,262396,13369
4118,268126,2757
4119,238380,7299
4120,290329,4241
4121,83271,22257
4122,83284,17360
4123,83557,38849
